repository_name,date,clones,unique
redata-landing-page,2022-08-01,1,1
redata-landing-page,2022-08-05,2,2
redata-landing-page,2022-09-04,1,1
redata-landing-page,2022-10-05,2,2
redata-landing-page,2022-10-06,8,3
redata-landing-page,2022-10-09,1,1
redata-landing-page,2022-10-10,2,1
redata-landing-page,2022-10-21,1,1
redata-landing-page,2022-10-25,3,2
redata-landing-page,2022-11-04,2,2
redata-landing-page,2022-11-17,1,1
redata-meta-redirect,2021-11-04,7,5
redata-meta-redirect,2021-11-05,13,5
redata-meta-redirect,2021-11-08,1,1
redata-meta-redirect,2022-01-07,1,1
redata-meta-redirect,2022-01-25,1,1
slacking,2021-03-13,1,1
slacking,2021-06-03,1,1
slacking,2021-07-06,2,2
slacking,2021-07-07,1,1
slacking,2021-07-08,1,1
slacking,2021-08-13,1,1
slacking,2021-10-19,1,1
slacking,2021-10-21,4,1
slacking,2021-10-29,1,1
slacking,2021-11-02,1,1
slacking,2021-11-05,1,1
slacking,2021-11-21,1,1
slacking,2021-11-28,1,1
slacking,2022-01-10,1,1
slacking,2022-01-18,2,1
slacking,2022-01-25,1,1
slacking,2022-04-03,2,1
slacking,2022-06-16,2,1
slacking,2022-07-14,1,1
slacking,2022-08-05,1,1
slacking,2022-10-21,1,1
slacking,2022-11-06,1,1
slacking,2022-11-18,1,1
uptime,2021-02-28,28,1
uptime,2021-03-01,97,5
uptime,2021-03-02,117,4
uptime,2021-03-03,97,3
uptime,2021-03-04,98,5
uptime,2021-03-05,94,4
uptime,2021-03-06,96,4
uptime,2021-03-07,96,3
uptime,2021-03-08,88,3
uptime,2021-03-09,95,5
uptime,2021-03-10,97,4
uptime,2021-03-11,99,5
uptime,2021-03-12,89,5
uptime,2021-03-13,96,5
uptime,2021-03-14,92,3
uptime,2021-03-15,86,4
uptime,2021-03-16,92,4
uptime,2021-03-17,90,3
uptime,2021-03-18,34,1
uptime,2021-03-19,89,4
uptime,2021-03-20,90,4
uptime,2021-03-21,68,2
uptime,2021-03-22,83,4
uptime,2021-03-23,83,3
uptime,2021-03-24,62,4
uptime,2021-03-25,70,3
uptime,2021-03-26,80,6
uptime,2021-03-27,80,6
uptime,2021-03-28,57,2
uptime,2021-03-29,75,4
uptime,2021-03-30,74,4
uptime,2021-03-31,77,5
uptime,2021-04-01,70,6
uptime,2021-04-02,71,3
uptime,2021-04-03,78,5
uptime,2021-04-04,57,3
uptime,2021-04-05,71,3
uptime,2021-04-06,74,4
uptime,2021-04-07,71,3
uptime,2021-04-08,71,3
uptime,2021-04-09,62,5
uptime,2021-04-10,59,2
uptime,2021-04-11,58,2
uptime,2021-04-12,56,3
uptime,2021-04-13,57,2
uptime,2021-04-14,64,4
uptime,2021-04-15,61,5
uptime,2021-04-16,59,2
uptime,2021-04-17,60,1
uptime,2021-04-18,59,1
uptime,2021-04-19,58,1
uptime,2021-04-20,59,3
uptime,2021-04-21,53,1
uptime,2021-04-22,55,2
uptime,2021-04-23,60,6
uptime,2021-04-24,57,3
uptime,2021-04-25,56,2
uptime,2021-04-26,54,2
uptime,2021-04-27,57,3
uptime,2021-04-28,58,3
uptime,2021-04-29,59,2
uptime,2021-04-30,60,2
uptime,2021-05-01,61,2
uptime,2021-05-02,63,3
uptime,2021-05-03,59,2
uptime,2021-05-04,66,3
uptime,2021-05-05,63,2
uptime,2021-05-06,65,5
uptime,2021-05-07,61,2
uptime,2021-05-08,65,3
uptime,2021-05-09,64,2
uptime,2021-05-10,61,4
uptime,2021-05-11,60,4
uptime,2021-05-12,53,2
uptime,2021-05-13,51,2
uptime,2021-05-14,52,3
uptime,2021-05-15,51,3
uptime,2021-05-16,52,3
uptime,2021-05-17,47,3
uptime,2021-05-18,48,3
uptime,2021-05-19,48,2
uptime,2021-05-20,48,3
uptime,2021-05-21,46,3
uptime,2021-05-22,53,4
uptime,2021-05-23,53,3
uptime,2021-05-24,41,4
uptime,2021-05-25,36,2
uptime,2021-05-26,30,2
uptime,2021-05-27,26,2
uptime,2021-05-28,25,2
uptime,2021-05-29,22,2
uptime,2021-05-30,22,2
uptime,2021-05-31,31,7
uptime,2021-06-01,28,6
uptime,2021-06-02,26,8
uptime,2021-06-03,31,6
uptime,2021-06-04,26,4
uptime,2021-06-05,39,6
uptime,2021-06-06,39,6
uptime,2021-06-07,31,6
uptime,2021-06-08,45,2
uptime,2021-06-09,52,1
uptime,2021-06-10,59,3
uptime,2021-06-11,70,2
uptime,2021-06-12,71,2
uptime,2021-06-13,72,3
uptime,2021-06-14,69,1
uptime,2021-06-15,69,1
uptime,2021-06-16,70,2
uptime,2021-06-17,91,4
uptime,2021-06-18,90,7
uptime,2021-06-19,96,5
uptime,2021-06-20,97,6
uptime,2021-06-21,90,4
uptime,2021-06-22,74,3
uptime,2021-06-23,85,2
uptime,2021-06-24,83,4
uptime,2021-06-25,82,3
uptime,2021-06-26,83,2
uptime,2021-06-27,83,2
uptime,2021-06-28,76,2
uptime,2021-06-29,81,2
uptime,2021-06-30,81,2
uptime,2021-07-01,80,3
uptime,2021-07-02,82,2
uptime,2021-07-03,87,3
uptime,2021-07-04,88,4
uptime,2021-07-05,83,2
uptime,2021-07-06,92,7
uptime,2021-07-07,80,4
uptime,2021-07-08,78,2
uptime,2021-07-09,82,2
uptime,2021-07-10,87,3
uptime,2021-07-11,86,2
uptime,2021-07-12,84,2
uptime,2021-07-13,88,6
uptime,2021-07-14,83,3
uptime,2021-07-15,84,3
uptime,2021-07-16,83,3
uptime,2021-07-17,85,2
uptime,2021-07-18,85,2
uptime,2021-07-19,82,2
uptime,2021-07-20,84,3
uptime,2021-07-21,86,4
uptime,2021-07-22,84,4
uptime,2021-07-23,83,4
uptime,2021-07-24,86,3
uptime,2021-07-25,87,4
uptime,2021-07-26,78,3
uptime,2021-07-27,82,2
uptime,2021-07-28,82,2
uptime,2021-07-29,82,2
uptime,2021-07-30,84,3
uptime,2021-07-31,85,2
uptime,2021-08-01,86,3
uptime,2021-08-02,86,4
uptime,2021-08-03,81,5
uptime,2021-08-04,80,2
uptime,2021-08-05,82,2
uptime,2021-08-06,85,3
uptime,2021-08-07,87,2
uptime,2021-08-08,89,3
uptime,2021-08-09,86,4
uptime,2021-08-10,62,2
uptime,2021-08-11,82,2
uptime,2021-08-12,86,2
uptime,2021-08-13,85,3
uptime,2021-08-14,90,4
uptime,2021-08-15,88,3
uptime,2021-08-16,76,3
uptime,2021-08-17,84,1
uptime,2021-08-18,84,1
uptime,2021-08-19,90,4
uptime,2021-08-20,84,2
uptime,2021-08-21,89,3
uptime,2021-08-22,88,2
uptime,2021-08-23,86,2
uptime,2021-08-24,85,1
uptime,2021-08-25,89,3
uptime,2021-08-26,85,1
uptime,2021-08-27,86,2
uptime,2021-08-28,89,2
uptime,2021-08-29,88,1
uptime,2021-08-30,85,1
uptime,2021-08-31,87,3
uptime,2021-09-01,84,1
uptime,2021-09-02,84,1
uptime,2021-09-03,85,1
uptime,2021-09-04,88,2
uptime,2021-09-05,89,2
uptime,2021-09-06,86,3
uptime,2021-09-07,84,1
uptime,2021-09-08,84,1
uptime,2021-09-09,84,1
uptime,2021-09-10,88,3
uptime,2021-09-11,89,2
uptime,2021-09-12,89,2
uptime,2021-09-13,86,2
uptime,2021-09-14,87,2
uptime,2021-09-15,85,1
uptime,2021-09-16,88,4
uptime,2021-09-17,88,2
uptime,2021-09-18,89,2
uptime,2021-09-19,89,1
uptime,2021-09-20,86,1
uptime,2021-09-21,86,1
uptime,2021-09-22,85,1
uptime,2021-09-23,85,1
uptime,2021-09-24,87,2
uptime,2021-09-25,89,2
uptime,2021-09-26,88,1
uptime,2021-09-27,86,2
uptime,2021-09-28,87,2
uptime,2021-09-29,87,3
uptime,2021-09-30,86,2
uptime,2021-10-01,85,1
uptime,2021-10-02,89,2
uptime,2021-10-03,90,2
uptime,2021-10-04,91,4
uptime,2021-10-05,79,3
uptime,2021-10-06,84,2
uptime,2021-10-07,91,3
uptime,2021-10-08,85,1
uptime,2021-10-09,89,2
uptime,2021-10-10,89,1
uptime,2021-10-11,87,3
uptime,2021-10-12,87,2
uptime,2021-10-13,86,2
uptime,2021-10-14,85,2
uptime,2021-10-15,86,2
uptime,2021-10-16,88,2
uptime,2021-10-17,88,2
uptime,2021-10-18,82,1
uptime,2021-10-19,92,1
uptime,2021-10-20,235,1
uptime,2021-10-21,369,6
uptime,2021-10-22,284,3
uptime,2021-10-23,213,2
uptime,2021-10-24,191,2
uptime,2021-10-25,171,3
uptime,2021-10-26,148,1
uptime,2021-10-27,86,1
uptime,2021-10-28,83,1
uptime,2021-10-29,83,1
uptime,2021-10-30,89,3
uptime,2021-10-31,88,3
uptime,2021-11-01,83,2
uptime,2021-11-02,88,5
uptime,2021-11-03,84,2
uptime,2021-11-04,83,2
uptime,2021-11-05,84,2
uptime,2021-11-06,88,3
uptime,2021-11-07,87,2
uptime,2021-11-08,81,1
uptime,2021-11-09,83,2
uptime,2021-11-10,86,2
uptime,2021-11-11,87,3
uptime,2021-11-12,86,3
uptime,2021-11-13,86,2
uptime,2021-11-14,87,2
uptime,2021-11-15,83,2
uptime,2021-11-16,84,1
uptime,2021-11-17,87,2
uptime,2021-11-18,90,3
uptime,2021-11-19,83,2
uptime,2021-11-20,87,2
uptime,2021-11-21,86,2
uptime,2021-11-22,83,2
uptime,2021-11-23,85,3
uptime,2021-11-24,83,2
uptime,2021-11-25,83,2
uptime,2021-11-26,83,2
uptime,2021-11-27,66,1
uptime,2021-11-28,83,1
uptime,2021-11-29,80,1
uptime,2021-11-30,92,2
uptime,2021-12-01,79,1
uptime,2021-12-02,81,1
uptime,2021-12-03,80,1
uptime,2021-12-04,79,1
uptime,2021-12-05,82,1
uptime,2021-12-06,83,2
uptime,2021-12-07,73,1
uptime,2021-12-08,78,1
uptime,2021-12-09,78,1
uptime,2021-12-10,80,2
uptime,2021-12-11,82,1
uptime,2021-12-12,82,1
uptime,2021-12-13,104,3
uptime,2021-12-14,81,1
uptime,2021-12-15,82,2
uptime,2021-12-16,79,1
uptime,2021-12-17,81,1
uptime,2021-12-18,81,1
uptime,2021-12-19,81,1
uptime,2021-12-20,76,1
uptime,2021-12-21,80,3
uptime,2021-12-22,80,3
uptime,2021-12-23,82,4
uptime,2021-12-24,81,3
uptime,2021-12-25,85,2
uptime,2021-12-26,82,2
uptime,2021-12-27,80,2
uptime,2021-12-28,80,3
uptime,2021-12-29,84,3
uptime,2021-12-30,85,4
uptime,2021-12-31,81,3
uptime,2022-01-01,81,2
uptime,2022-01-02,82,2
uptime,2022-01-03,77,2
uptime,2022-01-04,76,1
uptime,2022-01-05,78,2
uptime,2022-01-06,75,1
uptime,2022-01-07,81,5
uptime,2022-01-08,80,3
uptime,2022-01-09,87,3
uptime,2022-01-10,78,4
uptime,2022-01-11,74,1
uptime,2022-01-12,88,7
uptime,2022-01-13,77,2
uptime,2022-01-14,77,2
uptime,2022-01-15,80,2
uptime,2022-01-16,79,2
uptime,2022-01-17,91,4
uptime,2022-01-18,88,6
uptime,2022-01-19,103,4
uptime,2022-01-20,95,4
uptime,2022-01-21,96,5
uptime,2022-01-22,101,3
uptime,2022-01-23,119,5
uptime,2022-01-24,104,6
uptime,2022-01-25,93,5
uptime,2022-01-26,88,1
uptime,2022-01-27,92,4
uptime,2022-01-28,89,2
uptime,2022-01-29,90,2
uptime,2022-01-30,97,4
uptime,2022-01-31,95,3
uptime,2022-02-01,89,2
uptime,2022-02-02,94,4
uptime,2022-02-03,95,4
uptime,2022-02-04,106,2
uptime,2022-02-05,105,3
uptime,2022-02-06,93,1
uptime,2022-02-07,90,1
uptime,2022-02-08,89,1
uptime,2022-02-09,90,3
uptime,2022-02-10,93,3
uptime,2022-02-11,92,1
uptime,2022-02-12,94,1
uptime,2022-02-13,93,1
uptime,2022-02-14,92,2
uptime,2022-02-15,93,2
uptime,2022-02-16,100,4
uptime,2022-02-17,92,3
uptime,2022-02-18,90,2
uptime,2022-02-19,125,4
uptime,2022-02-20,99,5
uptime,2022-02-21,87,1
uptime,2022-02-22,118,6
uptime,2022-02-23,88,2
uptime,2022-02-24,87,2
uptime,2022-02-25,87,1
uptime,2022-02-26,90,1
uptime,2022-02-27,90,2
uptime,2022-02-28,86,2
uptime,2022-03-01,87,2
uptime,2022-03-02,87,2
uptime,2022-03-03,88,2
uptime,2022-03-04,87,1
uptime,2022-03-05,89,1
uptime,2022-03-06,91,2
uptime,2022-03-07,86,2
uptime,2022-03-08,125,2
uptime,2022-03-09,87,2
uptime,2022-03-10,84,1
uptime,2022-03-11,87,3
uptime,2022-03-12,89,2
uptime,2022-03-13,92,4
uptime,2022-03-14,85,2
uptime,2022-03-15,104,7
uptime,2022-03-16,92,5
uptime,2022-03-17,91,3
uptime,2022-03-18,94,3
uptime,2022-03-19,98,4
uptime,2022-03-20,97,3
uptime,2022-03-21,94,4
uptime,2022-03-22,90,3
uptime,2022-03-23,104,5
uptime,2022-03-24,90,3
uptime,2022-03-25,88,3
uptime,2022-03-26,96,3
uptime,2022-03-27,95,3
uptime,2022-03-28,90,3
uptime,2022-03-29,85,2
uptime,2022-03-30,90,2
uptime,2022-03-31,89,3
uptime,2022-04-01,88,3
uptime,2022-04-02,94,3
uptime,2022-04-03,86,2
uptime,2022-04-04,81,3
uptime,2022-04-05,83,2
uptime,2022-04-06,98,6
uptime,2022-04-07,88,3
uptime,2022-04-08,80,3
uptime,2022-04-09,85,2
uptime,2022-04-10,85,2
uptime,2022-04-11,78,2
uptime,2022-04-12,84,4
uptime,2022-04-13,80,2
uptime,2022-04-14,78,2
uptime,2022-04-15,79,2
uptime,2022-04-16,84,2
uptime,2022-04-17,84,2
uptime,2022-04-18,78,2
uptime,2022-04-19,81,5
uptime,2022-04-20,73,2
uptime,2022-04-21,74,2
uptime,2022-04-22,80,3
uptime,2022-04-23,83,3
uptime,2022-04-24,81,2
uptime,2022-04-25,74,2
uptime,2022-04-26,80,6
uptime,2022-04-27,73,2
uptime,2022-04-28,74,2
uptime,2022-04-29,74,2
uptime,2022-04-30,77,2
uptime,2022-05-01,79,2
uptime,2022-05-02,75,2
uptime,2022-05-03,71,2
uptime,2022-05-04,72,3
uptime,2022-05-05,73,2
uptime,2022-05-06,74,2
uptime,2022-05-07,80,3
uptime,2022-05-08,79,2
uptime,2022-05-09,73,3
uptime,2022-05-10,72,3
uptime,2022-05-11,70,2
uptime,2022-05-12,70,3
uptime,2022-05-13,67,2
uptime,2022-05-14,73,2
uptime,2022-05-15,75,2
uptime,2022-05-16,68,2
uptime,2022-05-17,74,2
uptime,2022-05-18,74,4
uptime,2022-05-19,69,3
uptime,2022-05-20,71,2
uptime,2022-05-21,79,3
uptime,2022-05-22,77,2
uptime,2022-05-23,74,4
uptime,2022-05-24,70,2
uptime,2022-05-25,69,2
uptime,2022-05-26,71,2
uptime,2022-05-27,70,2
uptime,2022-05-28,75,2
uptime,2022-05-29,76,2
uptime,2022-05-30,68,2
uptime,2022-05-31,72,5
uptime,2022-06-01,78,4
uptime,2022-06-02,69,3
uptime,2022-06-03,91,3
uptime,2022-06-04,96,3
uptime,2022-06-05,99,4
uptime,2022-06-06,86,2
uptime,2022-06-07,78,2
uptime,2022-06-08,79,2
uptime,2022-06-09,83,5
uptime,2022-06-10,79,2
uptime,2022-06-11,88,2
uptime,2022-06-12,88,2
uptime,2022-06-13,87,7
uptime,2022-06-14,79,3
uptime,2022-06-15,77,3
uptime,2022-06-16,82,5
uptime,2022-06-17,85,4
uptime,2022-06-18,88,4
uptime,2022-06-19,91,4
uptime,2022-06-20,78,2
uptime,2022-06-21,81,6
uptime,2022-06-22,75,2
uptime,2022-06-23,74,2
uptime,2022-06-24,78,3
uptime,2022-06-25,86,3
uptime,2022-06-26,85,2
uptime,2022-06-27,72,2
uptime,2022-06-28,74,3
uptime,2022-06-29,64,2
uptime,2022-06-30,72,2
uptime,2022-07-01,81,6
uptime,2022-07-02,85,2
uptime,2022-07-03,86,2
uptime,2022-07-04,77,3
uptime,2022-07-05,77,3
uptime,2022-07-06,76,3
uptime,2022-07-07,71,1
uptime,2022-07-08,73,2
uptime,2022-07-09,82,2
uptime,2022-07-10,82,2
uptime,2022-07-11,72,2
uptime,2022-07-12,74,2
uptime,2022-07-13,75,3
uptime,2022-07-14,72,2
uptime,2022-07-15,73,2
uptime,2022-07-16,85,2
uptime,2022-07-17,83,2
uptime,2022-07-18,69,2
uptime,2022-07-19,73,3
uptime,2022-07-20,76,4
uptime,2022-07-21,82,6
uptime,2022-07-22,73,4
uptime,2022-07-23,83,5
uptime,2022-07-24,77,2
uptime,2022-07-25,79,4
uptime,2022-07-26,101,7
uptime,2022-07-27,64,2
uptime,2022-07-28,72,3
uptime,2022-07-29,73,2
uptime,2022-07-30,83,2
uptime,2022-07-31,84,3
uptime,2022-08-01,65,2
uptime,2022-08-02,70,1
uptime,2022-08-03,73,2
uptime,2022-08-04,76,4
uptime,2022-08-05,82,5
uptime,2022-08-06,95,6
uptime,2022-08-07,84,3
uptime,2022-08-08,71,2
uptime,2022-08-09,71,3
uptime,2022-08-10,89,5
uptime,2022-08-11,71,2
uptime,2022-08-12,69,2
uptime,2022-08-13,81,2
uptime,2022-08-14,81,3
uptime,2022-08-15,68,2
uptime,2022-08-16,77,2
uptime,2022-08-17,67,2
uptime,2022-08-18,63,2
uptime,2022-08-19,67,2
uptime,2022-08-20,77,1
uptime,2022-08-21,80,2
uptime,2022-08-22,70,2
uptime,2022-08-23,71,2
uptime,2022-08-24,69,2
uptime,2022-08-25,62,1
uptime,2022-08-26,69,2
uptime,2022-08-27,75,2
uptime,2022-08-28,99,5
uptime,2022-08-29,70,4
uptime,2022-08-30,68,3
uptime,2022-08-31,65,2
uptime,2022-09-01,66,2
uptime,2022-09-02,65,1
uptime,2022-09-03,74,1
uptime,2022-09-04,74,1
uptime,2022-09-05,62,1
uptime,2022-09-06,55,1
uptime,2022-09-07,43,1
uptime,2022-09-08,56,2
uptime,2022-09-09,50,1
uptime,2022-09-10,59,1
uptime,2022-09-11,62,1
uptime,2022-09-12,53,2
uptime,2022-09-13,54,2
uptime,2022-09-14,53,1
uptime,2022-09-15,52,1
uptime,2022-09-16,52,1
uptime,2022-09-17,62,1
uptime,2022-09-18,62,1
uptime,2022-09-19,49,2
uptime,2022-09-20,50,1
uptime,2022-09-21,48,1
uptime,2022-09-22,50,1
uptime,2022-09-23,50,1
uptime,2022-09-24,65,3
uptime,2022-09-25,64,2
uptime,2022-09-26,48,2
uptime,2022-09-27,42,1
uptime,2022-09-28,45,3
uptime,2022-09-29,44,2
uptime,2022-09-30,42,1
uptime,2022-10-01,52,1
uptime,2022-10-02,54,1
uptime,2022-10-03,42,1
uptime,2022-10-04,45,3
uptime,2022-10-05,41,2
uptime,2022-10-06,44,1
uptime,2022-10-07,43,1
uptime,2022-10-08,56,3
uptime,2022-10-09,57,3
uptime,2022-10-10,44,3
uptime,2022-10-11,49,5
uptime,2022-10-12,47,3
uptime,2022-10-13,45,2
uptime,2022-10-14,47,3
uptime,2022-10-15,56,3
uptime,2022-10-16,57,3
uptime,2022-10-17,44,4
uptime,2022-10-18,41,2
uptime,2022-10-19,40,2
uptime,2022-10-20,43,3
uptime,2022-10-21,46,3
uptime,2022-10-22,64,7
uptime,2022-10-23,58,4
uptime,2022-10-24,41,3
uptime,2022-10-25,41,3
uptime,2022-10-26,64,3
uptime,2022-10-27,62,3
uptime,2022-10-28,71,7
uptime,2022-10-29,73,3
uptime,2022-10-30,79,6
uptime,2022-10-31,59,2
uptime,2022-11-01,59,2
uptime,2022-11-02,64,3
uptime,2022-11-03,73,4
uptime,2022-11-04,74,3
uptime,2022-11-05,86,5
uptime,2022-11-06,80,2
uptime,2022-11-07,87,6
uptime,2022-11-08,83,5
uptime,2022-11-09,88,8
uptime,2022-11-10,88,7
uptime,2022-11-11,90,7
uptime,2022-11-12,100,5
uptime,2022-11-13,98,6
uptime,2022-11-14,89,7
uptime,2022-11-15,108,8
uptime,2022-11-16,102,5
uptime,2022-11-17,99,4
uptime,2022-11-18,99,4
uptime,2022-11-19,113,7
uptime,2022-11-20,17,4
